case_id,writer_model,reader_model,embedding_model,seed,A_trial_id,B_trial_id,C_trial_id,writer_output_equal_ABC,memory_semantics_equal_ABC,memory_vectors_equal_ABC,query_equal_ABC,retrieval_equal_ABC,retrieval_vectors_equal_ABC,B_C_prompt_parse_ok,B_C_user_payload_equal_after_identifier_normalization,B_C_system_equal,B_has_d2_instruction,C_has_d2_instruction,A_provenance_records,B_provenance_records,C_provenance_records
FIE-02,llama3.1:latest,llama3.1:latest,embeddinggemma:latest,42,8f77494d-e603-4a2b-8aa9-03f67d43367e,c261c53c-8046-4479-9292-b16bd862854b,4c0c1189-edde-4330-8379-5aedc424de67,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FIE-02,llama3.1:latest,mistral:7b,embeddinggemma:latest,42,c0acdf7a-4c6a-42c3-9b49-b8c7cb22d670,46f7455f-1faa-45c7-915f-e5e8e0b49ed1,02eb9534-3d02-44e7-853d-4632114c1fce,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FIE-02,llama3.1:latest,qwen3:8b,embeddinggemma:latest,42,951301c5-2d8f-40f9-9183-d8f7b23876cc,4fde7bec-2424-4414-98b5-fb2612543555,4732b737-f7ac-4580-9bc0-6e94f1f17888,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FIE-02,mistral:7b,gemma3:12b,embeddinggemma:latest,42,661b2c90-ca5c-485a-929c-347644b08b9c,4cc221d0-112e-4da1-ae8e-75c50fc205b1,da70f2b3-ead7-49dc-a975-523f1bf6cdce,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FIE-02,mistral:7b,llama3.1:latest,embeddinggemma:latest,42,8e92edb8-41c0-425c-b74e-ffadfc16303c,914f2e55-e624-4a21-b05b-241e71a74265,5a075ddd-82dd-466c-8557-9cb5d7285e7a,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FIE-02,mistral:7b,mistral:7b,embeddinggemma:latest,42,43b61122-2a09-4d64-8325-3a01fb4d0492,2456014c-b178-4834-9a51-da0087d506e0,359e64a5-311b-4b95-a7ab-220743b3f274,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FIE-02,mistral:7b,qwen3:8b,embeddinggemma:latest,42,ff9bae92-711b-457e-b5f9-f8a563c194cb,e8de25f7-cdab-482c-9413-3a2714bfa19e,c6e593bf-64f3-43ed-9b57-eb07bd5182f0,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FIE-02,qwen3:8b,gemma3:12b,embeddinggemma:latest,42,58d57561-22d0-48e0-8da4-12547132e508,acecc785-f477-4514-a057-6046bf026c3a,0a1d0624-13fd-4ca6-8d87-db34aa3971c7,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FIE-02,qwen3:8b,llama3.1:latest,embeddinggemma:latest,42,5e6772ba-d914-413b-bc66-8dece0a3c676,95e4b81e-9c3b-4ebb-9a81-ba916e7e9472,8284da51-11b5-4f50-a874-f8e7078b54aa,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FIE-02,qwen3:8b,mistral:7b,embeddinggemma:latest,42,54eba8d5-28e6-4c06-875a-b61b31d5026c,58924f58-4690-4b57-a2d5-8d4c0a1fbe9b,6a773640-3dbc-40d1-ab77-7ebd369601f3,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FIE-02,qwen3:8b,qwen3:8b,embeddinggemma:latest,42,66ab2082-5d9e-4261-b6f0-8abcd905ef46,94266c58-875e-431e-ab91-f7c8cbd68588,3f96a262-476a-41d3-a1be-e84153d4d989,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FIE-03,gemma3:12b,gemma3:12b,embeddinggemma:latest,42,9752e8f1-96d0-45f7-8e10-0642a825001c,c9786558-1237-450e-9e18-6cad44dc818e,fbe82718-5eab-427a-b5f3-d478ae1e20cd,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FIE-03,gemma3:12b,llama3.1:latest,embeddinggemma:latest,42,428594cc-65ef-4a73-9388-304c1e0c9b7f,b2283852-036d-402f-828a-425c67cdeeac,cdca52b1-d700-4675-baa0-d809ed587601,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FIE-03,gemma3:12b,mistral:7b,embeddinggemma:latest,42,a3fe2b65-b7a3-4c76-8c51-e92dc2bdf588,a2221ae2-9f59-46d5-b21d-6f05d91548ff,8c7ebace-9f3d-411c-b207-0af9d8333486,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FIE-03,gemma3:12b,qwen3:8b,embeddinggemma:latest,42,119b6411-fc06-4d42-8ae9-d1f4c0048d93,f833d924-d7d1-427e-981c-39d2e46eba19,77e18954-e619-4e1a-982a-7b54050a7234,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FIE-03,llama3.1:latest,gemma3:12b,embeddinggemma:latest,42,5430d11c-d67a-4149-b744-a0bcfc673167,d5b0e2b9-ba88-41e8-b896-f65d1c7d09b7,494ed0e8-aec9-49d0-ac56-b6654820aad5,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FIE-03,llama3.1:latest,llama3.1:latest,embeddinggemma:latest,42,28d13d88-f235-4daf-9932-723186700095,15d5e216-c488-4dee-9cd5-7186ef5a4dbd,6ed0101f-9aad-4a5b-9c40-1fe5f5377e33,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FIE-03,llama3.1:latest,mistral:7b,embeddinggemma:latest,42,5d28b6b2-1b4a-48d5-b23e-7fbf1762840a,ec689c27-bc58-478c-8532-e61c2396ca79,87e4f81c-b929-4ecf-aa95-c1a2795e2d35,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FIE-03,llama3.1:latest,qwen3:8b,embeddinggemma:latest,42,666e91ba-d05a-459c-b3f6-6ab85d60ce72,d16bc9f4-bcc2-464a-a09f-1ff6e3bd5d05,d4a6c114-db59-4845-bb65-2a63da426a2e,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FIE-03,mistral:7b,gemma3:12b,embeddinggemma:latest,42,1a0606a6-4528-45f5-a96d-df602de837d3,f63523a3-7c02-4a26-9579-d166a564f4da,a9712df8-0b94-438b-a6db-c3673d778e12,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FIE-03,mistral:7b,llama3.1:latest,embeddinggemma:latest,42,de74803c-fe85-4338-b175-8e8fa7252ae7,c8af4f9c-bd2d-447b-8504-575b5820c6c0,b615be85-9a69-4d46-9724-abe4b4325250,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FIE-03,mistral:7b,mistral:7b,embeddinggemma:latest,42,19efc4f4-4dd4-49e2-9e76-68f935ce7da4,94122957-a0e5-4b29-90ec-b5fcc220768a,4c33c1e1-95aa-488b-9b1c-65848155b96c,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FIE-03,mistral:7b,qwen3:8b,embeddinggemma:latest,42,ceaf7a97-f129-4f8d-8dac-468cd1cc19bf,6dfd81a4-3654-40b5-9264-bb7ec3a480bf,9c349f35-41bd-4dfe-b392-2d899e177b09,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FIE-03,qwen3:8b,gemma3:12b,embeddinggemma:latest,42,55a91dd3-a5b6-41a2-96b5-4af5d47f7260,0bb99879-fff0-4af5-8050-83b90ea6dd92,81170d1a-ddc3-4ad0-a8bb-650daa9f424c,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FIE-03,qwen3:8b,llama3.1:latest,embeddinggemma:latest,42,89fc32c6-3d2e-4688-ad99-6b02a3b1ad30,8a3caedc-f1ec-46c9-939b-01d112281239,f47f7c02-58b3-4a67-b703-ddb07a6b0abd,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FIE-03,qwen3:8b,mistral:7b,embeddinggemma:latest,42,2432b6a2-f036-4bd6-b556-adcdf4a96aa5,50a9e036-6b7b-4e10-ab01-d7bca1a77991,cab2d94d-b0be-4f48-b118-7a812dc1890b,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FIE-03,qwen3:8b,qwen3:8b,embeddinggemma:latest,42,067359ca-4bf9-45da-8acf-f555efb83355,7b406932-06c8-47c0-b1c1-10eba6fc17fa,f4fa9008-cc63-445d-855c-3b1e559b86ac,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-01,gemma3:12b,gemma3:12b,embeddinggemma:latest,42,816ea65e-4cbe-4b12-a9e6-bb16cc82e2ea,0dcdfb68-5e75-487d-b7c8-84e5954a1d45,317e2deb-e0e1-492a-8bee-5e0d579a5542,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-01,gemma3:12b,llama3.1:latest,embeddinggemma:latest,42,2d2fd7f4-319b-4fd7-b500-b0341d275a19,b427324a-0754-4703-ab22-5c70b72ca8bf,3d9d0339-70a3-43f3-8ca2-e7a1ec5dc0ef,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-01,gemma3:12b,mistral:7b,embeddinggemma:latest,42,c609160e-3eac-406d-acc8-a5fdd6309113,3c7d20a2-4799-49a4-9a28-2d3db9c78526,32af36f7-e808-4d74-8c73-4b65a0b9b171,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-01,gemma3:12b,qwen3:8b,embeddinggemma:latest,42,324adcb5-9d6e-41f2-ad7e-47a2a3721ddc,c826698c-86ea-48f5-864f-6f7b36de7a76,19fab71d-b83b-4d0a-b5bf-04c82059d6ba,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-01,llama3.1:latest,gemma3:12b,embeddinggemma:latest,42,1113dad3-175e-4989-83b3-e18fb8b98912,b84bc166-42fd-4e12-a49b-0844e4034e54,c8b68f0f-d433-4683-aeaa-139d313932a0,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-01,llama3.1:latest,llama3.1:latest,embeddinggemma:latest,42,68331aff-e4d8-44a6-8792-d2f98846083a,d249c627-6235-43c1-97b0-b92e54f907d0,566d5a59-f06b-4ccf-a1ab-4344f6101045,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-01,llama3.1:latest,mistral:7b,embeddinggemma:latest,42,d0b0b2a2-38fc-4e61-979f-eaa3e8533d5f,bb73c705-c165-4fd8-b59c-a58276e42956,d791bf99-0670-4706-a3c1-a13c4624ee3a,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-01,llama3.1:latest,qwen3:8b,embeddinggemma:latest,42,607c9027-a2c2-420f-98f9-0a1a65e23575,ac1bc946-426c-47e1-a39b-397fc2f61ea9,0d4d090e-200c-42a8-8126-838567d129c7,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-01,mistral:7b,gemma3:12b,embeddinggemma:latest,42,1775b6cc-7138-43fd-be34-13d9fc43938c,5fede969-5cbf-42b0-86a3-6a2f9e9b658a,1bca6283-3cd1-4b0e-888a-4e62c4efa219,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-01,mistral:7b,llama3.1:latest,embeddinggemma:latest,42,4c0f9536-1925-47e1-8668-1ac9195963ac,50c7c250-ab50-4686-a05c-e210b7bed08c,4571a82f-3484-4951-aae7-7b37e2606d6b,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-01,mistral:7b,mistral:7b,embeddinggemma:latest,42,0e5b9f1f-c1df-464b-a3e4-3f6d7dc22be9,43b40ac9-3bd6-441b-9d67-e90e1ecf53c5,0ab1d093-f799-487e-a7c4-f7e838a37561,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-01,mistral:7b,qwen3:8b,embeddinggemma:latest,42,1778adf9-4005-4ace-94e2-1ec71786d20b,0cafb7a3-e302-42b7-ac22-f7678de7d9c8,7a07a01b-bf96-4244-8871-ff433d26dada,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-01,qwen3:8b,gemma3:12b,embeddinggemma:latest,42,c390f74f-ff27-451c-938c-11a1fe7a7c0b,e63fcafe-1328-44f9-88da-69b22562c474,add8da63-06d2-44d4-9c83-27237e614722,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-01,qwen3:8b,llama3.1:latest,embeddinggemma:latest,42,1b530d93-719d-40ad-9806-76ade676901b,90dad45e-880f-4d9c-a78f-84b72b38bea7,abe91ab5-a816-46be-9b97-1c18d1e4771a,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-01,qwen3:8b,mistral:7b,embeddinggemma:latest,42,3f6ec70f-5bf9-43bc-9879-02887d4410b5,dda8492d-3e28-4672-a5c6-ec63c29be3c6,8d3e5857-3163-4435-961d-1c7f06777d91,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-01,qwen3:8b,qwen3:8b,embeddinggemma:latest,42,82ec075f-8831-45fe-bb2f-af918405a28b,6c79336e-2856-4111-aeb9-cb0ffc2335ec,c1d585ca-fddf-416e-930d-dd5b2c4c823f,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-02,gemma3:12b,gemma3:12b,embeddinggemma:latest,42,4b717a86-b5db-43f7-bba7-699d1938cf10,ea650067-3027-42d4-98c3-96dc7da3de37,85f833d2-0cfb-4852-984b-9e43f3c77c2b,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-02,gemma3:12b,llama3.1:latest,embeddinggemma:latest,42,ba728936-44fb-4cf5-88b4-9fe4a2fbef5f,ac0b085d-f718-499a-b982-a79a69cf60fa,3c95927e-770a-4f96-8552-ff064c1cc56b,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-02,gemma3:12b,mistral:7b,embeddinggemma:latest,42,5ecbfa78-b79a-434a-94bb-7aeceeb78ca6,d34014ed-f270-40f1-8482-ad923b8d2cbe,90107ff0-03e6-463d-836a-7533b6205007,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-02,gemma3:12b,qwen3:8b,embeddinggemma:latest,42,d6bb8a25-4379-4fce-ae27-cb4c2da0db52,69bd643b-8941-4c90-8843-1b1e0b6655a9,372149b1-e876-4298-a1dd-41850a09e7dc,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-02,llama3.1:latest,gemma3:12b,embeddinggemma:latest,42,d2f73ac7-69ce-4644-8635-ff8a22e6f6aa,0b56050f-56ce-4520-bfbe-b2cce4d83626,0ba35893-79db-40b2-ae26-661381134210,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-02,llama3.1:latest,llama3.1:latest,embeddinggemma:latest,42,98711d73-8680-4a5a-9e5a-e9d23a8ade1c,a75c65e2-1512-4637-8b0f-d951a7ba9f31,8a8be273-8a9f-4511-874f-0a32cd873354,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-02,llama3.1:latest,mistral:7b,embeddinggemma:latest,42,ab2a1582-44a1-4534-b726-31da595482ee,7a4f09ce-fca8-40c9-b3eb-99a99000f2f3,175db036-c4a8-466f-bd2d-521f0967a95d,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-02,llama3.1:latest,qwen3:8b,embeddinggemma:latest,42,c5933ed6-394b-4793-8122-5ac9ae1d8c05,6e90525b-24c8-4aa9-b1f7-8660f0b925bc,5521ce99-8d80-4d50-a4e2-bcaa3f1bffe0,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-02,mistral:7b,gemma3:12b,embeddinggemma:latest,42,c9403d44-8e5e-48cb-aab5-409437af3a86,f90d0b76-43ae-4983-acf1-894a01ad0c6a,806d6c78-ad19-4766-87a7-31038fb952e2,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-02,mistral:7b,llama3.1:latest,embeddinggemma:latest,42,53ecb5f3-e092-4b37-9c54-9cac570d0e92,ca8abdb4-9229-40ef-a123-df8dba9defdc,bdbd9d7a-81b8-438c-b69a-212d4fd05bbe,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-02,mistral:7b,mistral:7b,embeddinggemma:latest,42,783ad1c2-3105-4492-add4-fd9327941a62,6b745237-abfa-4e55-bc7e-6da21bb98c67,a107e2ae-45eb-41f5-90b7-7398999493bb,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-02,mistral:7b,qwen3:8b,embeddinggemma:latest,42,02700379-715f-413a-bf12-bd6c4434cb8e,126fb8ab-9ae0-47e9-ac2e-8670f6c9736c,310c8c68-4758-4f79-9ca8-7e791c9b3bef,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-02,qwen3:8b,gemma3:12b,embeddinggemma:latest,42,a0165633-5a0f-41ea-b6ef-2489315cc953,6f7091fb-5a43-4d12-8d74-d1723cc81748,c8a9c02b-a1b9-42ac-99e5-d999cdd77adc,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-02,qwen3:8b,llama3.1:latest,embeddinggemma:latest,42,2f81afde-7f23-4494-a8f5-b4603fed65a2,ab731e6c-c0f8-488a-9eb8-99bc5e21d98d,53a26559-db4a-4595-ad28-3dd401623041,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-02,qwen3:8b,mistral:7b,embeddinggemma:latest,42,a8c774aa-1ab9-42d5-9e1a-8711dd707a55,11327368-15eb-4a3f-b3a9-c554e7655325,abfec020-9b56-4988-9549-c72ec3503986,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-02,qwen3:8b,qwen3:8b,embeddinggemma:latest,42,c5afc90b-d0ac-4280-b6f2-d542e018e983,4fac9213-fcba-419d-a62c-8c8800b4214d,0c7becdf-4b9c-49eb-ab2e-4700c8300838,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-03,gemma3:12b,gemma3:12b,embeddinggemma:latest,42,e3e6080b-6b3b-423d-9a93-0fab75e79907,5fc4d6b6-ffec-4c6b-b1b7-bd5faf6db684,f9732e44-3d82-4946-9cfc-d4c3c08bad0a,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-03,gemma3:12b,llama3.1:latest,embeddinggemma:latest,42,4ff017bc-f6ec-4a0c-b7f8-6c57a9cc4669,ad4afd03-e758-4f8d-b518-a19e69440de3,a084165b-884e-4ba5-9605-160b873790ea,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-03,gemma3:12b,mistral:7b,embeddinggemma:latest,42,e0a27d3c-3e3d-4875-a369-b64776c1bc36,344a7ca7-cd1c-41bc-80ff-90a3dc70c7b4,db186ceb-5e32-4441-ba5a-ab866300c110,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-03,gemma3:12b,qwen3:8b,embeddinggemma:latest,42,df5b0b5b-fe28-47e9-a45f-671433382a58,544a8337-2f59-4ac7-a4a2-cded7242d9c5,b5a14e32-ea10-45da-93bf-8b03a075908c,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-03,llama3.1:latest,gemma3:12b,embeddinggemma:latest,42,2e854904-4740-4198-b840-7635e8cd11ac,da6cf5b3-2f11-4244-a012-e752284d1974,a2670221-59c9-4e17-832a-f3d48c6f9b49,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-03,llama3.1:latest,llama3.1:latest,embeddinggemma:latest,42,d5b43ee5-fd75-46f8-8f6f-4cab8dd7fc7d,716af340-b0cd-4030-b92c-ed23624a0b5d,3b15e88b-20e2-410b-8b31-2974d8975216,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-03,llama3.1:latest,mistral:7b,embeddinggemma:latest,42,ee0451a4-f58d-4fde-bd46-14e7233ea57c,f4ac336c-bfae-439e-9271-6dfda975ada2,402aa7e8-ec0c-490e-b7d6-d63c36f554dc,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-03,llama3.1:latest,qwen3:8b,embeddinggemma:latest,42,eaf33363-15d9-46aa-baf2-ea91324b2c31,3b4b9279-8ddc-4ed2-b3b4-315e563e342f,f2fc42a8-d4a6-4cc5-ac80-9389e99346f2,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-03,mistral:7b,gemma3:12b,embeddinggemma:latest,42,efb9dff5-9505-4957-adf3-7a5e7b5d6921,3fd6622d-7192-4ffa-8c4e-4133fd1ef378,a462ac90-472a-499d-b67f-8180e14e5cc9,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-03,mistral:7b,llama3.1:latest,embeddinggemma:latest,42,fa751e8a-fb21-4582-ab3f-0d9e9929c9c2,7a08e733-0b02-4899-a835-8a9fabdaab8e,6ca17d3d-78af-448c-9e71-cac830f80794,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-03,mistral:7b,mistral:7b,embeddinggemma:latest,42,a2e9910d-6daf-47c0-9c45-70d418617b4a,5fe2d73f-8b49-443b-8d8c-1a8499fc5d37,ed210583-5be2-4289-9934-0352ccd9456a,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-03,mistral:7b,qwen3:8b,embeddinggemma:latest,42,1447b801-d797-4c95-a337-cc0d10fc7c6b,4b77af39-a2b7-4488-b3ac-a30abc420a3a,03150374-f4f9-4fd0-b295-09e771796862,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-03,qwen3:8b,gemma3:12b,embeddinggemma:latest,42,413936d9-8b02-4ab3-8c24-a439c44cef73,7cb68bd7-2e53-4a51-9620-561ea3b3f837,920430f8-008c-4788-89a6-3b7d5743099e,True,True,True,True,True,True,True,True,False,False,True,0,5,5
FOR-03,qwen3:8b,llama3.1:latest,embeddinggemma:latest,42,f361af32-8985-4214-bf59-0f9b44e110b5,b2224126-6502-46e3-9618-0ff2526ac2f4,1c473ae6-d7a6-439c-bc2e-d7c468783cf7,True,True,True,True,True,True,True,True,False,False,True,0,5,5
